DS_SHORT_NAME,DS_URL_TYPE,DS_URL,DS_URL_COMMENTS,PERIOD_AVAIL,DP_DIR_PATH,DP_DIR_HOST,ENTERED
gripgoesot,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripgoesot/gripgoesot_dataset.html,,,,,
gripgoesot,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/GOES_OT/data/,,All,/ftp/public/grip/GOES_OT/data/,GHRC-FC02,
gpmpamc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmpamc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/disdrometers_and_gauges/parsivel/data/,,All,/ftp/public/gpm_validation/mc3e/disdrometers_and_gauges/parsivel/data/,GHRC-FC02,
msut2,Temperature Trend Graphs,http://ghrc.nsstc.nasa.gov/amsutemps,,All,,,
msut2lt,Temperature Trend Graphs,http://ghrc.nsstc.nasa.gov/amsutemps,,All,,,
msut4,Temperature Trend Graphs,http://ghrc.nsstc.nasa.gov/amsutemps,,All,,,
rssmif11w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif13d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif13d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif13m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif13w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif14d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif14d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif14m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif14w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif15d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif15d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif15m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif15w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif17d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif17d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif17m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif17w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif08d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif08d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif08m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif08w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/rain.pdf,SSM/I rain retrievals algorithm,,,,6-Jun-12
rssmif10d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif10m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif10w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif11d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif11d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif11m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif11w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif13d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif13d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif13m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif13w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif14d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif14d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif14m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif14w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif15d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif15d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif15m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif15w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif17d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif17d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif17m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif17w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif08d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
rssmif08d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
gripradio,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/Radiosonde/data/,,All,/ftp/public/grip/Radiosonde/data/,GHRC-FC02,
gripradio,Browse,ftp://airbornescience.nsstc.nasa.gov/grip/Radiosonde/browse/,,All,/ftp/public/grip/Radiosonde/browse/,GHRC-FC02,
gripradio,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripnavdc8,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/NAV_DC8/data/,,All,/ftp/public/grip/NAV_DC8/data/,GHRC-FC02,
gripnavdc8,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gpmpalpvex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/lpvex/parsivel/,,All,/ftp/public/gpm_validation/lpvex/parsivel/,GHRC-FC02,
gpmpalpvex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/parsivel/gpm_parsivel_campaign.html,,,,,13-Mar-12
gpmpllpvex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/lpvex/pluvio/,,All,/ftp/public/gpm_validation/lpvex/pluvio/,GHRC-FC02,
gpmpllpvex,Homepage,http://gpm.nsstc.nasa.gov/lpvex.html,,,,,
gpmpalpvex,Homepage,http://gpm.nsstc.nasa.gov/lpvex.html,,,,,
gpmpllpvex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/pluvio/gpm_pluvio_dataset.html,,,,,10-Oct-11
gripnavdc8,Browse,ftp://airbornescience.nsstc.nasa.gov/grip/NAV_DC8/map/,,All,/ftp/public/grip/NAV_DC8/map/,GHRC-FC02,
gripgoes11B,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripgoesB/gripgoesB_dataset.html,,,,,
gripgoes13B,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripgoesB/gripgoesB_dataset.html,,,,,
gripmisrep,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripmisrep/gripmisrep_dataset.html,,,,,
gripnavdc8,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripnavdc8/gripnavdc8_dataset.html,,,,,
gripnavgh,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripnavgh/gripnavgh_dataset.html,,,,,
gripradio,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripradio/gripradio_dataset.html,,,,,
gripmms,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripmms,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripmms/gripmms_dataset.html,,,,,
gripmms,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/MMS/data/,,All,/ftp/public/grip/MMS/data/,GHRC-FC02,
gripdrop,Browse,ftp://airbornescience.nsstc.nasa.gov/grip/Dropsonde_DC8/browse/,,All,/ftp/public/grip/Dropsonde_DC8/browse/,GHRC-FC02,
gripapr2,Browse,ftp://airbornescience.nsstc.nasa.gov/grip/APR2/browse/,,All,/ftp/public/grip/APR2/browse/,GHRC-FC02,
griplarge,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/griplarge/griplarge_dataset.html,,,,,
gripghis,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/gripghis/GHIS_Description.pdf,sensor description,,,,
gripghis,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripghis,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/GHIS/data/,,All,/ftp/public/grip/GHIS/data/,GHRC-FC02,
gripghis,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripghis/gripghis_dataset.html,,,,,
gpm2dmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
griphirad,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gpm2dmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/disdrometers_and_gauges/2dvd/data/,,All,/ftp/public/gpm_validation/mc3e/disdrometers_and_gauges/2dvd/data/,GHRC-FC02,
gpm2dmc3e,Related URLs,http://pmm.nasa.gov/GPM,,,,,
gpm2dmc3e,Related URLs,http://campaign.arm.gov/mc3e/,,,,,
gpmnavcitmc3e,Related URLs,http://pmm.nasa.gov/GPM,,,,,
gpmnavcitmc3e,Related URLs,http://campaign.arm.gov/mc3e/,,,,,
gpmnavcitmc3e,Homepage,http://gpm.nsstc.nasa.gov/mc3e/,,,,,
gpmnavcitmc3e,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/mc3e/NAV_CITATION/,,All,/ftp/public/gpm_validation/mc3e/NAV_CITATION/,GHRC-FC02,
gpmnpolmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmnpolmc3e/gpmnpolmc3e_dataset.html,,,,,
gpmrgmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmrgmc3e/gpmrgmc3e_dataset.html,,,,,
lolrac,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/getgrid.pro,Dennis Boccippio code,,,,
lolracts,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/getgrid.pro,Dennis Boccippio code,,,,
lolradc,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/getgrid.pro,Dennis Boccippio code,,,,
lolrdc,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/getgrid.pro,Dennis Boccippio code,,,,
lolrfc,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/getgrid.pro,Dennis Boccippio code,,,,
lolrmts,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/getgrid.pro,Dennis Boccippio code,,,,
lolrts,Software,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/getgrid.pro,Dennis Boccippio code,,,,
griphiwrap,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/griphiwrap/griphiwrap_dataset.html,,,,,16-May-12
gpmhiwrapmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmhiwrapmc3e/gpmhiwrapmc3e_dataset.html,,,,,16-May-12
lohrac,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lohrfc,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lohrmc,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lolrac,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lolracts,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lolradc,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lolrdc,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lolrfc,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lolrmts,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
lolrts,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lis_climatology/LISOTD_Climo_prod_table.doc,,,,,17-May-12
gripdawn,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/gripdawn/gripdawn_dataset.html,,,,,23-May-12
rssmif10d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/ssmi.pdf,SSM/I ocean algorithm,,,,6-Jun-12
gpm2dlpvex,Data Access,ftp://gpm.nsstc.nasa.gov/gpm_validation/lpvex/2dvd/,,All,/ftp/public/gpm_validation/lpvex/2dvd/,GHRC-FC02,
gpm2dlpvex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/2dvd/gpm_2dvd_campaign_dataset.html,,,,,26-Oct-12
gpm2dlpvex,Homepage,http://gpm.nsstc.nasa.gov/lpvex.html,,,,,
griphamsr,Homepage,http://grip.nsstc.nasa.gov/,,,,,
griphamsr,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/griphamsr/griphamsr_dataset.html,,,,,
griphamsr,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/HAMSR/data/,,All,/ftp/public/grip/HAMSR/data/,GHRC-FC02,
griphamsr,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/griphamsr/HAMSR_L1B_description.docx,PI HAMSR document,,,,
gripcaps,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripcaps,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/CAPS_PIP_CDP/data/,,All,/ftp/public/grip/CAPS_PIP_CDP/data/,GHRC-FC02,
gripcaps,Browse,ftp://airbornescience.nsstc.nasa.gov/grip/CAPS_PIP_CDP/browse/,,All,/ftp/public/grip/CAPS_PIP_CDP/browse/,GHRC-FC02,
gripcaps,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/grip/gripcaps/grip_microphysics_readme.txt,readme,,,,
griphirad,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/grip/griphirad/griphirad_dataset.html,,,,,
gripdrop,Homepage,http://grip.nsstc.nasa.gov/,,,,,
gripdrop,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/Dropsonde_DC8/data/,,All,/ftp/public/grip/Dropsonde_DC8/data/,GHRC-FC02,
rssmif15w,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif17d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif17d3d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif17m,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif17w,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif08d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif08d3d,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif08m,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif08w,Algorithm Information,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/AMSR_Ocean_Algorithm_Version_2.pdf,AMSR Ocean Algorithm documentation,,,,27-Jun-12
rssmif10d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif10d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif10m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif10w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif11d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif11d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif11m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif11w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif13d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif13d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif13m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif13w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif14d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif14d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif14m,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif14w,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif15d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
rssmif15d3d,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/ssmi_netcdf/Hilburn_V7_Poster_AMS_SatMet_2010_Annapolis.pdf,description of RSS V7 geophysical retrievals,,,,6-Jun-12
griplip,Homepage,http://grip.nsstc.nasa.gov/,,,,,
griplip,Data Access,ftp://airbornescience.nsstc.nasa.gov/grip/LIP/data/,,All,/ftp/public/grip/LIP/data/,GHRC-FC02,
lnomnalma,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lnom/LNOM_readme.pdf,readme,,,,
lnomdclma,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lnom/LNOM_readme.pdf,readme,,,,
lnomnalma,Homepage,http://thunder.nsstc.nasa.gov,,,,,
lnomdclma,Homepage,http://thunder.nsstc.nasa.gov,,,,,
lnomnalma,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lnom/lnom_dataset.html,,,,,
lnomdclma,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/lnom/lnom_dataset.html,,,,,
lnomnalma,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lnom/LNOM_overview.doc,model overview,,,,
lnomdclma,PI Documentation,ftp://ghrc.nsstc.nasa.gov/pub/doc/lnom/LNOM_overview.doc,model overview,,,,
gpmsslpvex,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/lpvex/gpmsslpvex/gpmsslpvex_dataset.html,,,,,21-Feb-12
gpmamprmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/mc3e/gpmamprmc3e/ampr_mc3e_dataset.html,,,,,
gpm2dmc3e,Guide,http://ghrc.nsstc.nasa.gov/uso/ds_docs/gpmgv/2dvd/gpm_2dvd_campaign_dataset.html,,,,,
lohrac,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lohrfc,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lohrmc,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lolrac,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lolracts,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lolradc,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lolrdc,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lolrfc,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lolrmts,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lolrts,Homepage,http://lightning.nsstc.nasa.gov/data,,,,,
lohrac,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/HRAC/data/,,All,/ftp/public/pub/lis/climatology/HRAC/data/,GHRC-LT01,
lohrfc,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/HRFC/data/,,All,/ftp/public/pub/lis/climatology/HRFC/data/,GHRC-LT01,
lohrmc,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/HRMC/data/,,All,/ftp/public/pub/lis/climatology/HRMC/data/,GHRC-LT01,
lolrac,Data Access,ftp://ghrc.nsstc.nasa.gov/pub/lis/climatology/LRAC/data/,,All,/ftp/public/pub/lis/climatology/LRAC/data/,GHRC-LT01,
