GRANULE_NAME,BYTE_SIZE,ORBIT_ID,START_DATE,STOP_DATE,FRAC_SEC_START,FRAC_SEC_STOP,START_LAT,START_LON,STOP_LAT,STOP_LON,ASCENDING_NODAL_CROSSING,AREAS,FLASHES,GROUPS,EVENTS,IMAGES,ONE_SECOND,QA_ALERT_SUM_WARNINGS,QA_ALERT_SUM_FATAL,QA_INSTRUMENT_ERROR_WARNINGS,QA_INSTRUMENT_ERROR_FATAL,QA_PLATFORM_ERROR_WARNINGS,QA_PLATFORM_ERROR_FATAL,QA_EXTERNAL_ERROR_WARNINGS,QA_EXTERNAL_ERROR_FATAL,QA_PROCESSING_ERROR_WARNINGS,QA_PROCESSING_ERROR_FATAL,DS_SHORT_NAME,BROWSE_IMAGE_FILE,BROWSE_AVAIL,SUPER_GRANULE_NAME,PACKAGE,GRANULE_COMMENTS,PRE_PKG,STORAGE_MEDIUM,ENTERED,PROJ_NAME,ARCHIVE_SIZE,PATH,LASTUPDATE,LASTUPDATE_APP
TRMM_LIS_SC.04.1_2006.316.hdf.tar.gz,19111338,,12-Nov-06,13-Nov-06,,,99.99,-14.5,99.99,-31.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.316.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.317.hdf.tar.gz,23085090,,13-Nov-06,14-Nov-06,,,99.99,-31.5,99.99,-49,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.317.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.318.hdf.tar.gz,18778465,,14-Nov-06,15-Nov-06,,,99.99,-49,99.99,-43,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.318.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.319.hdf.tar.gz,29314642,,15-Nov-06,16-Nov-06,,,99.99,-43,99.99,-60,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.319.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.320.hdf.tar.gz,23669199,,16-Nov-06,17-Nov-06,,,99.99,-60,99.99,-54,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.320.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.321.hdf.tar.gz,23566325,,17-Nov-06,18-Nov-06,,,99.99,-54,99.99,-71,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.321.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.322.hdf.tar.gz,21439593,,18-Nov-06,19-Nov-06,,,99.99,-71,99.99,-65,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.322.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.323.hdf.tar.gz,21038991,,19-Nov-06,20-Nov-06,,,99.99,-65,99.99,-82.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.323.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.324.hdf.tar.gz,23071852,,20-Nov-06,21-Nov-06,,,99.99,-82.5,99.99,-99.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.324.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.325.hdf.tar.gz,21017402,,21-Nov-06,22-Nov-06,,,99.99,-99.5,99.99,-93.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.325.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.326.hdf.tar.gz,19478189,,22-Nov-06,23-Nov-06,,,99.99,-93.5,99.99,-110.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.326.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.327.hdf.tar.gz,18265253,,23-Nov-06,24-Nov-06,,,99.99,-110.5,99.99,-104.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.327.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.328.hdf.tar.gz,20206325,,24-Nov-06,25-Nov-06,,,99.99,-104.5,99.99,-121.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.328.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.329.hdf.tar.gz,18012109,,25-Nov-06,26-Nov-06,,,99.99,-121.5,99.99,-139,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.329.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.330.hdf.tar.gz,19946739,,26-Nov-06,27-Nov-06,,,99.99,-139,99.99,-132.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.330.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.331.hdf.tar.gz,18750986,,27-Nov-06,28-Nov-06,,,99.99,-132.5,99.99,-150,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.331.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.332.hdf.tar.gz,16182403,,28-Nov-06,29-Nov-06,,,99.99,-150,99.99,-143.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.332.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.333.hdf.tar.gz,16956422,,29-Nov-06,30-Nov-06,,,99.99,-143.5,99.99,-161,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.333.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.334.hdf.tar.gz,16629150,,30-Nov-06,1-Dec-06,,,99.99,-161,99.99,-178.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.334.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.335.hdf.tar.gz,15598402,,1-Dec-06,2-Dec-06,,,99.99,-178.5,99.99,-172.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.335.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.336.hdf.tar.gz,20115863,,2-Dec-06,3-Dec-06,,,99.99,-172.5,99.99,170.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.336.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.128.hdf.tar.gz,22906647,,7-May-08,8-May-08,,,99.99,179,99.99,161.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.128.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.129.hdf.tar.gz,22439105,,8-May-08,9-May-08,,,99.99,161.5,99.99,167.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.129.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.130.hdf.tar.gz,22266530,,9-May-08,10-May-08,,,99.99,167.5,99.99,150,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.130.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.131.hdf.tar.gz,23122081,,10-May-08,11-May-08,,,99.99,150,99.99,156.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.131.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.132.hdf.tar.gz,32420368,,11-May-08,12-May-08,,,99.99,156.5,99.99,139,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.132.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.133.hdf.tar.gz,28656925,,12-May-08,13-May-08,,,99.99,139,99.99,121.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.133.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.134.hdf.tar.gz,24264310,,13-May-08,14-May-08,,,99.99,121.5,99.99,128,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.134.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.135.hdf.tar.gz,28964678,,14-May-08,15-May-08,,,99.99,128,99.99,110.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.135.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.136.hdf.tar.gz,21362209,,15-May-08,16-May-08,,,99.99,110.5,99.99,116.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.136.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.137.hdf.tar.gz,21908594,,16-May-08,17-May-08,,,99.99,116.5,99.99,99,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.137.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.138.hdf.tar.gz,21031247,,17-May-08,18-May-08,,,99.99,99,99.99,105.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.138.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.139.hdf.tar.gz,22569710,,18-May-08,19-May-08,,,99.99,105.5,99.99,88,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.139.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.140.hdf.tar.gz,18416980,,19-May-08,20-May-08,,,99.99,88,99.99,70.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.140.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.141.hdf.tar.gz,22023740,,20-May-08,21-May-08,,,99.99,70.5,99.99,77,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.141.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.142.hdf.tar.gz,627080,,21-May-08,22-May-08,,,99.99,83,99.99,59.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.142.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2008.143.hdf.tar.gz,23502177,,22-May-08,23-May-08,,,99.99,59.5,99.99,65.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2008/TRMM_LIS_SC.04.1_2008.143.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.160.hdf.tar.gz,20913282,,9-Jun-05,10-Jun-05,,,99.99,-23,99.99,-40.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.160.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.161.hdf.tar.gz,17977056,,10-Jun-05,11-Jun-05,,,99.99,-40.5,99.99,-34.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.161.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.162.hdf.tar.gz,20802375,,11-Jun-05,12-Jun-05,,,99.99,-34.5,99.99,-52,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.162.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.163.hdf.tar.gz,22496463,,12-Jun-05,13-Jun-05,,,99.99,-52,99.99,-45.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.163.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.164.hdf.tar.gz,21400882,,13-Jun-05,14-Jun-05,,,99.99,-45.5,99.99,-63,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.164.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.165.hdf.tar.gz,17915719,,14-Jun-05,15-Jun-05,,,99.99,-63,99.99,-80.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.165.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.166.hdf.tar.gz,20056292,,15-Jun-05,16-Jun-05,,,99.99,-80.5,99.99,-74,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.166.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.167.hdf.tar.gz,19023815,,16-Jun-05,17-Jun-05,,,99.99,-74,99.99,-91.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.167.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.168.hdf.tar.gz,18079057,,17-Jun-05,18-Jun-05,,,99.99,-91.5,99.99,-85.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.168.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.169.hdf.tar.gz,19420245,,18-Jun-05,19-Jun-05,,,99.99,-85.5,99.99,-102.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.169.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.170.hdf.tar.gz,19751191,,19-Jun-05,20-Jun-05,,,99.99,-102.5,99.99,-96.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.170.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.171.hdf.tar.gz,19105615,,20-Jun-05,21-Jun-05,,,99.99,-96.5,99.99,-113.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.171.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.172.hdf.tar.gz,15757115,,21-Jun-05,22-Jun-05,,,99.99,-113.5,99.99,-131,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.172.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.173.hdf.tar.gz,17899681,,22-Jun-05,23-Jun-05,,,99.99,-131,99.99,-125,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.173.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.174.hdf.tar.gz,17459885,,23-Jun-05,24-Jun-05,,,99.99,-125,99.99,-142,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.174.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.175.hdf.tar.gz,15167287,,24-Jun-05,25-Jun-05,,,99.99,-142,99.99,-136,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.175.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.176.hdf.tar.gz,17237503,,25-Jun-05,26-Jun-05,,,99.99,-136,99.99,-153,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.176.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.177.hdf.tar.gz,19519849,,26-Jun-05,27-Jun-05,,,99.99,-153,99.99,-170.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.177.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.178.hdf.tar.gz,19833713,,27-Jun-05,28-Jun-05,,,99.99,-170.5,99.99,-164.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.178.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.179.hdf.tar.gz,17975612,,28-Jun-05,29-Jun-05,,,99.99,-164.5,99.99,178.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.179.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2005.180.hdf.tar.gz,17750795,,29-Jun-05,30-Jun-05,,,99.99,178.5,99.99,-175.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2005/TRMM_LIS_SC.04.1_2005.180.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.356.hdf.tar.gz,14090042,,22-Dec-06,23-Dec-06,,,99.99,29,99.99,35,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.356.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.357.hdf.tar.gz,16339402,,23-Dec-06,24-Dec-06,,,99.99,35,99.99,18,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.357.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.358.hdf.tar.gz,20338942,,24-Dec-06,25-Dec-06,,,99.99,18,99.99,0.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.358.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.359.hdf.tar.gz,19428917,,25-Dec-06,26-Dec-06,,,99.99,0.5,99.99,6.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.359.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.360.hdf.tar.gz,16784307,,26-Dec-06,27-Dec-06,,,99.99,6.5,99.99,-10.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.360.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.361.hdf.tar.gz,15522851,,27-Dec-06,28-Dec-06,,,99.99,-10.5,99.99,-4.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.361.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.362.hdf.tar.gz,20288329,,28-Dec-06,29-Dec-06,,,99.99,-4.5,99.99,-22,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.362.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.363.hdf.tar.gz,19430836,,29-Dec-06,30-Dec-06,,,99.99,-22,99.99,-39,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.363.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.364.hdf.tar.gz,19186301,,30-Dec-06,31-Dec-06,,,99.99,-39,99.99,-33,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.364.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2006.365.hdf.tar.gz,18768207,,31-Dec-06,1-Jan-07,,,99.99,-33,99.99,-50,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2006/TRMM_LIS_SC.04.1_2006.365.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.001.hdf.tar.gz,17257576,,1-Jan-07,2-Jan-07,,,99.99,-50,99.99,-44,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.001.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.038.hdf.tar.gz,19809745,,7-Feb-07,8-Feb-07,,,99.99,44.5,99.99,27,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.038.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.039.hdf.tar.gz,18158122,,8-Feb-07,9-Feb-07,,,99.99,27,99.99,10,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.039.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.040.hdf.tar.gz,19109664,,9-Feb-07,10-Feb-07,,,99.99,10,99.99,16,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.040.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.041.hdf.tar.gz,21717741,,10-Feb-07,11-Feb-07,,,99.99,16,99.99,-1.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.041.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.042.hdf.tar.gz,18259746,,11-Feb-07,12-Feb-07,,,99.99,-1.5,99.99,5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.042.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.043.hdf.tar.gz,20798351,,12-Feb-07,13-Feb-07,,,99.99,5,99.99,-12.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.043.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.044.hdf.tar.gz,17699219,,13-Feb-07,14-Feb-07,,,99.99,-12.5,99.99,-6,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.044.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.045.hdf.tar.gz,19281299,,14-Feb-07,15-Feb-07,,,99.99,-6,99.99,-23.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.045.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.046.hdf.tar.gz,21310045,,15-Feb-07,16-Feb-07,,,99.99,-23.5,99.99,-41,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.046.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.047.hdf.tar.gz,21490828,,16-Feb-07,17-Feb-07,,,99.99,-41,99.99,-34.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.047.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.048.hdf.tar.gz,22129891,,17-Feb-07,18-Feb-07,,,99.99,-34.5,99.99,-52,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.048.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.049.hdf.tar.gz,18803595,,18-Feb-07,19-Feb-07,,,99.99,-52,99.99,-45.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.049.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2007.050.hdf.tar.gz,22011999,,19-Feb-07,20-Feb-07,,,99.99,-45.5,99.99,-63,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2007/TRMM_LIS_SC.04.1_2007.050.hdf.tar.gz,24-Jun-09,META
