GRANULE_NAME,BYTE_SIZE,ORBIT_ID,START_DATE,STOP_DATE,FRAC_SEC_START,FRAC_SEC_STOP,START_LAT,START_LON,STOP_LAT,STOP_LON,ASCENDING_NODAL_CROSSING,AREAS,FLASHES,GROUPS,EVENTS,IMAGES,ONE_SECOND,QA_ALERT_SUM_WARNINGS,QA_ALERT_SUM_FATAL,QA_INSTRUMENT_ERROR_WARNINGS,QA_INSTRUMENT_ERROR_FATAL,QA_PLATFORM_ERROR_WARNINGS,QA_PLATFORM_ERROR_FATAL,QA_EXTERNAL_ERROR_WARNINGS,QA_EXTERNAL_ERROR_FATAL,QA_PROCESSING_ERROR_WARNINGS,QA_PROCESSING_ERROR_FATAL,DS_SHORT_NAME,BROWSE_IMAGE_FILE,BROWSE_AVAIL,SUPER_GRANULE_NAME,PACKAGE,GRANULE_COMMENTS,PRE_PKG,STORAGE_MEDIUM,ENTERED,PROJ_NAME,ARCHIVE_SIZE,PATH,LASTUPDATE,LASTUPDATE_APP
TRMM_LIS_SC.04.1_2009.108.hdf.tar.gz,16905205,,18-Apr-09,19-Apr-09,,,99.99,63.5,99.99,70,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.108.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.108.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.109.hdf.tar.gz,18730496,,19-Apr-09,20-Apr-09,,,99.99,70,99.99,52.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.109.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.109.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.110.hdf.tar.gz,18329139,,20-Apr-09,21-Apr-09,,,99.99,52.5,99.99,35,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.110.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.110.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.111.hdf.tar.gz,17277374,,21-Apr-09,22-Apr-09,,,99.99,35,99.99,41,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.111.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.111.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.112.hdf.tar.gz,18417824,,22-Apr-09,23-Apr-09,,,99.99,41,99.99,24,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.112.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.112.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.113.hdf.tar.gz,16207393,,23-Apr-09,24-Apr-09,,,99.99,24,99.99,30,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.113.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.113.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.114.hdf.tar.gz,18301647,,24-Apr-09,25-Apr-09,,,99.99,30,99.99,12.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.114.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.114.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.115.hdf.tar.gz,20584209,,25-Apr-09,26-Apr-09,,,99.99,12.5,99.99,19,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.115.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.115.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.116.hdf.tar.gz,20093733,,26-Apr-09,27-Apr-09,,,99.99,19,99.99,1.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.116.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.116.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.117.hdf.tar.gz,17313426,,27-Apr-09,28-Apr-09,,,99.99,1.5,99.99,-16,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.117.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.117.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.118.hdf.tar.gz,16445426,,28-Apr-09,29-Apr-09,,,99.99,-16,99.99,-9.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.118.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.118.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.119.hdf.tar.gz,23914927,,29-Apr-09,30-Apr-09,,,99.99,-9.5,99.99,-27,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.119.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.119.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.120.hdf.tar.gz,21841028,,30-Apr-09,1-May-09,,,99.99,-27,99.99,-21,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.120.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.120.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.121.hdf.tar.gz,19240367,,1-May-09,2-May-09,,,99.99,-21,99.99,-38,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.121.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.121.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.122.hdf.tar.gz,22353230,,2-May-09,3-May-09,,,99.99,-38,99.99,-55.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.122.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.122.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.123.hdf.tar.gz,21431853,,3-May-09,4-May-09,,,99.99,-55.5,99.99,-49.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.123.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.123.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.124.hdf.tar.gz,22723013,,4-May-09,5-May-09,,,99.99,-49.5,99.99,-66.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.124.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.124.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.125.hdf.tar.gz,20480388,,5-May-09,6-May-09,,,99.99,-66.5,99.99,-60.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.125.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.125.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.126.hdf.tar.gz,23140788,,6-May-09,7-May-09,,,99.99,-60.5,99.99,-78,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.126.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.126.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.127.hdf.tar.gz,19775129,,7-May-09,8-May-09,,,99.99,-78,99.99,-71.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.127.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.127.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.128.hdf.tar.gz,22480440,,7-May-09,9-May-09,,,99.99,-71.5,99.99,-89,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.128.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.128.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.129.hdf.tar.gz,19347992,,9-May-09,10-May-09,,,99.99,-89,99.99,-106.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.129.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.129.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.130.hdf.tar.gz,19268016,,10-May-09,11-May-09,,,99.99,-106.5,99.99,-100,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.130.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.130.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.131.hdf.tar.gz,22271887,,11-May-09,12-May-09,,,99.99,-100,99.99,-117.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.131.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.131.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.132.hdf.tar.gz,16304445,,12-May-09,13-May-09,,,99.99,-117.5,99.99,-111,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.132.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.132.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.133.hdf.tar.gz,19523972,,13-May-09,14-May-09,,,99.99,-111,99.99,-128.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.133.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.133.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.134.hdf.tar.gz,21646289,,14-May-09,15-May-09,,,99.99,-128.5,99.99,-146,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.134.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.134.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.135.hdf.tar.gz,20820022,,15-May-09,16-May-09,,,99.99,-146,99.99,-139.5,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.135.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.135.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2009.136.hdf.tar.gz,20226695,,16-May-09,17-May-09,,,99.99,-139.5,99.99,-157,,,,,,,,,,,,,,,,,,lislip,TRMM_LIS_BR.04.1_2009.136.gif,F,,,,N,DLT_GHRC,26-Jun-09,LIS,,2009/TRMM_LIS_SC.04.1_2009.136.hdf.tar.gz,26-Jun-09,META
TRMM_LIS_SC.04.1_2004.148.hdf.tar.gz,20120090,,27-May-04,28-May-04,,,99.99,-26.5,99.99,-44,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.148.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.149.hdf.tar.gz,18541819,,28-May-04,29-May-04,,,99.99,-44,99.99,-37.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.149.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.150.hdf.tar.gz,19625673,,29-May-04,30-May-04,,,99.99,-37.5,99.99,-55,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.150.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.151.hdf.tar.gz,17592755,,30-May-04,31-May-04,,,99.99,-55,99.99,-72.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.151.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.152.hdf.tar.gz,18409718,,31-May-04,1-Jun-04,,,99.99,-72.5,99.99,-66,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.152.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.153.hdf.tar.gz,21156556,,1-Jun-04,2-Jun-04,,,99.99,-66,99.99,-83,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.153.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.154.hdf.tar.gz,19495089,,2-Jun-04,3-Jun-04,,,99.99,-83,99.99,-77,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.154.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.155.hdf.tar.gz,22145201,,3-Jun-04,4-Jun-04,,,99.99,-77,99.99,-94.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.155.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.156.hdf.tar.gz,13980092,,4-Jun-04,5-Jun-04,,,99.99,-94.5,99.99,-88.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.156.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.157.hdf.tar.gz,18462658,,5-Jun-04,6-Jun-04,,,99.99,-88.5,99.99,-105.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.157.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.158.hdf.tar.gz,19959058,,6-Jun-04,7-Jun-04,,,99.99,-105.5,99.99,-123,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.158.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.159.hdf.tar.gz,17761848,,7-Jun-04,8-Jun-04,,,99.99,-123,99.99,-117,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.159.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.160.hdf.tar.gz,19645283,,8-Jun-04,9-Jun-04,,,99.99,-117,99.99,-134.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.160.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.161.hdf.tar.gz,16380635,,9-Jun-04,10-Jun-04,,,99.99,-134.5,99.99,-128,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.161.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.162.hdf.tar.gz,20130847,,10-Jun-04,11-Jun-04,,,99.99,-128,99.99,-145.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.162.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.163.hdf.tar.gz,17693649,,11-Jun-04,12-Jun-04,,,99.99,-145.5,99.99,-163,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.163.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.164.hdf.tar.gz,17158526,,12-Jun-04,13-Jun-04,,,99.99,-163,99.99,-156.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.164.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.165.hdf.tar.gz,19854269,,13-Jun-04,14-Jun-04,,,99.99,-156.5,99.99,-174,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.165.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.166.hdf.tar.gz,15918521,,14-Jun-04,15-Jun-04,,,99.99,-174,99.99,-168,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.166.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.167.hdf.tar.gz,18725369,,15-Jun-04,16-Jun-04,,,99.99,-168,99.99,175,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.167.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.168.hdf.tar.gz,21994636,,16-Jun-04,17-Jun-04,,,99.99,175,99.99,-179,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.168.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.169.hdf.tar.gz,19995369,,17-Jun-04,18-Jun-04,,,99.99,-179,99.99,163.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.169.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_2004.170.hdf.tar.gz,18247628,,18-Jun-04,19-Jun-04,,,99.99,163.5,99.99,146.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,2004/TRMM_LIS_SC.04.1_2004.170.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.184.hdf.tar.gz,21540782,,3-Jul-99,4-Jul-99,,,99.99,44,99.99,30.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.184.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.185.hdf.tar.gz,19965007,,4-Jul-99,5-Jul-99,,,99.99,30.5,99.99,17.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.185.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.186.hdf.tar.gz,21737349,,5-Jul-99,6-Jul-99,,,99.99,17.5,99.99,4.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.186.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.187.hdf.tar.gz,21578085,,6-Jul-99,7-Jul-99,,,99.99,4.5,99.99,-9,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.187.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.188.hdf.tar.gz,24355255,,7-Jul-99,8-Jul-99,,,99.99,-9,99.99,1.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.188.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.189.hdf.tar.gz,20831245,,8-Jul-99,9-Jul-99,,,99.99,1.5,99.99,-12,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.189.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.190.hdf.tar.gz,20998671,,9-Jul-99,10-Jul-99,,,99.99,-12,99.99,-25,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.190.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.191.hdf.tar.gz,17877539,,10-Jul-99,11-Jul-99,,,99.99,-25,99.99,-38,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.191.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.192.hdf.tar.gz,16058009,,11-Jul-99,12-Jul-99,,,99.99,-38,99.99,-28,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.192.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.193.hdf.tar.gz,18092698,,12-Jul-99,13-Jul-99,,,99.99,-28,99.99,-41,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.193.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.194.hdf.tar.gz,22668069,,13-Jul-99,14-Jul-99,,,99.99,-41,99.99,-54.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.194.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.195.hdf.tar.gz,16624572,,14-Jul-99,15-Jul-99,,,99.99,-54.5,99.99,-67.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.195.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.196.hdf.tar.gz,15237558,,15-Jul-99,16-Jul-99,,,99.99,-67.5,99.99,-57.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.196.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1999.197.hdf.tar.gz,15632409,,16-Jul-99,17-Jul-99,,,99.99,-57.5,99.99,-70.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1999/TRMM_LIS_SC.04.1_1999.197.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.117.hdf.tar.gz,24521870,,27-Apr-98,28-Apr-98,,,99.99,159.5,99.99,146.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.117.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.118.hdf.tar.gz,26995382,,28-Apr-98,29-Apr-98,,,99.99,146.5,99.99,133.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.118.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.119.hdf.tar.gz,23033795,,29-Apr-98,30-Apr-98,,,99.99,133.5,99.99,120,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.119.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.120.hdf.tar.gz,20970556,,30-Apr-98,1-May-98,,,99.99,120,99.99,130.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.120.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.121.hdf.tar.gz,24894007,,1-May-98,2-May-98,,,99.99,130.5,99.99,117,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.121.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.122.hdf.tar.gz,22190464,,2-May-98,3-May-98,,,99.99,117,99.99,104,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.122.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.123.hdf.tar.gz,23047514,,3-May-98,4-May-98,,,99.99,104,99.99,91,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.123.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.124.hdf.tar.gz,20231379,,4-May-98,5-May-98,,,99.99,91,99.99,101,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.124.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.125.hdf.tar.gz,19688519,,5-May-98,6-May-98,,,99.99,101,99.99,88,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.125.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.126.hdf.tar.gz,23122298,,6-May-98,7-May-98,,,99.99,88,99.99,74.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.126.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.127.hdf.tar.gz,28732994,,7-May-98,8-May-98,,,99.99,74.5,99.99,61.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.127.hdf.tar.gz,24-Jun-09,META
TRMM_LIS_SC.04.1_1998.128.hdf.tar.gz,23403880,,8-May-98,9-May-98,,,99.99,61.5,99.99,71.5,,,,,,,,,,,,,,,,,,lislip,,F,,,,N,DLT_GHRC,24-Jun-09,LIS,,1998/TRMM_LIS_SC.04.1_1998.128.hdf.tar.gz,24-Jun-09,META
